"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","2","1","0","5","0","0","0","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","18","1","0","20","1","7","0","10","0","19","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","28","7","2","57","2","16","2","26","0","50","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","9","10","7","24","8","9","0","4","0","22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","2","5","5","27","10","14","1","0","0","15","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","3","1","7","24","7","6","3","1","0","20","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","8","8","23","4","3","1","0","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","4","2","17","1","4","0","0","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","9","14","0","3","0","0","0","3","2","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0"
"8歳","0","0","4","7","11","1","0","0","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","2","4","10","2","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","1","9","24","0","1","1","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","2","9","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","1","2","7","17","1","0","0","0","1","1","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3","63","46","69","282","37","64","8","43","1","152","19","10","1","0","6","0","3","6","0","0","0","0","0","0","0","0","0"
