"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","2","8","0","2","17","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","34","10","2","5","143","10","0","1","45","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","143","13","24","20","379","37","8","11","69","0","0","1","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","175","4","10","41","268","41","1","17","17","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","277","3","8","56","220","44","0","15","2","1","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","403","2","23","109","257","54","3","25","1","0","1","15","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","485","1","14","104","236","39","3","22","0","0","0","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","609","0","4","120","171","38","0","19","0","0","0","11","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","624","0","6","74","124","7","0","12","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","577","0","1","54","134","6","0","8","1","0","1","6","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"9歳","439","1","2","39","110","1","0","11","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","1006","0","2","70","232","8","0","8","0","0","1","10","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"15〜19歳","121","0","1","3","42","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","131","0","3","30","253","1","0","1","0","2","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"60〜69歳","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","5602","42","100","727","2586","291","15","150","140","3","3","74","11","1","0","10","0","1","10","2","0","0","0","0","0","0","0","0"
