"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","4","0","0","0","13","0","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","16","1","1","1","55","10","0","0","35","1","0","1","0","0","2","0","0","0","0","0","0","0","0"
"1歳","82","1","1","4","158","29","1","1","23","0","0","0","0","0","5","0","0","1","0","0","0","0","0"
"2歳","69","0","1","5","127","24","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3歳","76","0","6","10","106","28","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","96","0","0","30","114","30","0","9","0","0","2","0","0","6","0","1","0","1","0","0","0","0","0"
"5歳","78","0","2","26","115","17","0","17","0","0","1","0","2","5","1","0","0","2","0","0","0","0","0"
"6歳","57","0","1","24","85","18","0","6","0","0","1","0","0","6","0","0","0","0","0","0","0","0","0"
"7歳","45","0","0","14","58","7","0","5","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"8歳","43","0","0","11","53","5","0","6","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"9歳","38","0","0","13","36","3","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10〜14歳","119","0","1","12","82","2","0","2","0","0","2","0","0","1","1","1","0","0","0","0","1","0","0"
"15〜19歳","48","0","0","0","27","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0"
"20〜29歳","76","4","0","11","183","0","0","1","0","0","2","3","0","1","0","1","0","6","0","0","1","0","0"
"30〜39歳","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"40〜49歳","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"50〜59歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"70〜79歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1083","6","13","161","1212","173","1","51","62","1","11","4","2","25","11","4","0","23","0","0","2","0","0"
