"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","0","0","0","5","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","14","0","0","2","14","3","0","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"みなと","21","5","0","0","15","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","15","0","0","1","29","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","","","","","",""
"文京","13","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","","","","","",""
"台東","19","0","1","1","14","4","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","17","0","0","1","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","19","0","0","4","10","3","0","3","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"品川区","18","0","0","2","20","2","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","11","0","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","23","0","5","6","25","6","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","27","0","0","0","7","7","0","4","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","23","0","0","0","19","1","0","1","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","51","0","0","2","13","8","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","35","0","0","1","13","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","19","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","37","0","0","1","6","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","18","0","0","3","3","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","25","0","0","2","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","28","0","0","2","9","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","24","1","0","2","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","48","0","0","2","18","7","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","17","0","1","6","27","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","11","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","12","0","0","0","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","5","0","0","0","18","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","41","0","0","0","20","4","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","30","0","0","1","21","1","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","18","0","0","2","6","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"村山大和","22","0","0","0","1","1","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","","","","","",""
"府中小金井","23","0","0","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","5","0","0","0","6","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","24","0","0","2","9","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"多摩小平","29","3","0","1","23","3","0","1","4","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","18","0","0","0","21","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","777","9","7","48","431","77","2","35","34","0","1","1","4","19","6","2","0","9","0","0","1","0","0","","","","","",""
