"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","2","0","0","0","2","3","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","23","0","0","0","13","4","0","0","17","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","79","0","3","1","36","10","2","1","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","72","0","1","1","41","8","0","2","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0"
"3歳","89","0","0","2","32","8","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"4歳","93","0","0","1","24","6","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"5歳","59","0","0","4","31","9","0","2","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0"
"6歳","59","0","0","6","16","5","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"7歳","56","0","0","4","20","3","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","63","0","0","1","10","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","51","0","1","1","11","4","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","219","0","0","2","34","0","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0"
"15〜19歳","94","0","0","1","23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","130","0","0","3","105","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"30〜39歳","174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"40〜49歳","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1447","0","5","27","398","62","3","18","31","0","1","1","3","10","4","0","0","5","0","0","0","1","0","0"
