"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","2","0"
"1〜4歳","0","0","0","0","0","0","1","8","0"
"5〜9歳","0","0","0","0","0","0","1","3","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","11","0","1","4","1","0","0","0","0"
"20〜24歳","44","9","4","5","5","1","1","1","0"
"25〜29歳","36","12","4","9","6","1","1","0","0"
"30〜34歳","15","19","3","2","2","0","0","0","0"
"35〜39歳","10","5","1","1","1","1","1","0","0"
"40〜44歳","4","2","0","2","2","0","0","0","0"
"45〜49歳","1","1","0","0","3","0","1","2","0"
"50〜54歳","0","1","0","1","0","1","0","1","0"
"55〜59歳","0","3","0","0","1","0","1","1","0"
"60〜64歳","0","1","0","0","0","0","6","1","0"
"65〜69歳","0","0","0","0","0","0","2","0","0"
"70歳以上","0","1","0","0","0","0","17","3","1"
"合計","121","54","13","24","21","4","35","22","1"
