"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","21","3","0"
"1〜4歳","0","0","0","0","0","0","5","8","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","6","1","1","3","0","0","0","0","0"
"20〜24歳","20","11","10","5","1","0","0","1","0"
"25〜29歳","28","9","7","7","2","0","0","0","0"
"30〜34歳","17","7","3","3","2","0","2","0","0"
"35〜39歳","6","2","4","2","1","0","3","0","0"
"40〜44歳","4","5","0","0","2","0","1","0","0"
"45〜49歳","1","0","0","0","2","0","0","0","0"
"50〜54歳","1","3","0","0","1","0","0","0","0"
"55〜59歳","0","2","0","0","0","0","0","0","0"
"60〜64歳","0","2","0","0","0","0","1","1","0"
"65〜69歳","0","1","0","0","0","0","4","0","0"
"70歳以上","0","0","0","0","0","0","26","4","1"
"合計","83","43","25","20","11","0","65","19","1"
