"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","17","10","1","0","21","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","71","6","5","3","123","2","0","0","13","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","164","15","15","26","372","4","5","1","51","2","0","2","2","0","1","0","0","1","0","0","3","0","0","2","0","0","1","2"
"2歳","169","5","6","43","262","4","4","4","13","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"3歳","230","3","4","74","225","7","5","4","10","2","1","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"4歳","308","3","11","136","189","11","2","1","0","1","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"5歳","346","0","6","117","168","18","0","4","2","1","1","2","1","0","0","0","0","1","0","0","3","1","0","0","0","0","2","0"
"6歳","317","0","5","111","146","17","1","1","1","0","4","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0"
"7歳","373","0","2","94","104","26","0","2","0","0","2","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","2","0"
"8歳","346","0","1","69","98","11","0","2","0","0","1","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","2","0"
"9歳","286","0","0","58","80","14","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1061","0","2","94","240","21","2","1","0","1","0","0","0","0","0","0","0","2","0","0","4","1","1","1","1","1","2","2"
"15〜19歳","264","0","0","7","63","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","270","2","0","38","311","2","1","0","0","11","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","410","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","1","0","0","2","0","0","0","0","0","2","0"
"40〜49歳","495","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0"
"50〜59歳","264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","2","3","0","0","1","3"
"60〜69歳","107","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","1","1","0","0","2","1"
"70〜79歳","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","10","0","0","2","2","0","8","2"
"80歳以上","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","1","0","0","0","9","0"
"合計","5586","44","58","870","2402","138","20","21","91","19","14","9","4","0","8","0","3","16","1","0","56","8","5","9","3","1","39","10"
