"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","2","7","9","35","1","140","11","8","0","15","5","8","1","0","2","0","0","1","0","0","1","","","","","",""
"区南部","0","1","10","15","42","8","139","2","9","1","33","1","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","2","1","2","33","24","9","131","11","7","0","31","0","3","0","0","1","2","1","1","0","0","0","","","","","",""
"区西部","0","2","4","19","47","1","134","9","8","0","30","0","1","1","0","2","0","0","0","0","0","0","","","","","",""
"区西北部","0","1","2","19","45","3","212","10","3","0","42","3","2","0","0","3","0","0","1","0","0","0","","","","","",""
"区東北部","0","1","4","21","46","7","120","16","12","1","37","6","4","1","0","1","0","0","1","0","0","0","","","","","",""
"区東部","1","4","3","22","66","5","173","10","6","0","54","8","3","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","5","8","0","32","2","3","0","3","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","0","3","3","43","66","11","247","18","14","0","47","2","6","1","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","10","21","2","92","6","1","0","22","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","20","25","1","111","17","6","0","42","10","2","0","0","0","0","2","2","0","0","0","","","","","",""
"北多摩北部","0","0","8","22","31","7","165","11","5","1","37","2","2","1","0","5","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4","15","47","238","456","55","1696","123","82","3","393","38","34","6","0","18","2","3","7","0","0","1","","","","","",""
