"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","36","4","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","15","0","0","0","6","0","2","0","0","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","4","48","5","2","4","3","1","1","0","1","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","3","66","2","4","3","6","0","0","0","0","11","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"文京","3","42","3","1","1","1","1","1","0","0","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","28","6","0","1","15","1","0","0","1","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","94","0","0","1","7","0","0","0","0","11","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","14","77","0","1","4","24","1","2","0","2","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","32","4","0","6","14","0","1","0","0","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","7","38","3","1","3","9","0","3","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","60","113","7","5","9","43","0","8","0","0","39","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","5","199","16","1","11","14","0","4","0","2","17","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","9","26","1","1","0","2","2","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","4","81","4","0","6","11","1","2","0","2","16","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","98","6","0","9","19","1","6","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","62","1","3","1","2","1","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","6","78","1","2","4","9","3","12","0","3","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","40","5","1","3","7","0","0","0","1","14","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","107","11","1","4","10","0","1","0","0","5","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","6","131","6","2","5","22","0","0","0","1","19","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","6","140","8","1","2","27","2","3","1","2","22","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","10","73","0","0","0","10","0","3","0","0","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","6","140","4","10","11","24","1","6","0","3","17","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","32","106","5","1","19","39","1","6","0","2","18","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","2","70","0","0","8","23","1","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","40","1","0","1","7","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","52","5","0","1","2","0","1","0","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","93","15","0","9","9","0","3","0","3","36","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩府中","21","207","5","0","12","24","3","3","1","5","31","2","0","0","0","3","0","0","0","0","0","0","","","","","",""
"多摩小平","20","133","9","5","17","35","0","4","0","6","20","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","29","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","237","2494","137","42","155","426","21","78","2","36","404","7","10","1","0","7","0","0","0","0","0","2","","","","","",""
