"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","2","0","9","0","1","3","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","4","0","3","7","0","20","0","1","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","5","1","4","10","0","16","2","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","1","2","10","29","0","33","1","1","16","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"文京","0","0","0","1","1","2","25","0","2","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","1","0","2","23","2","25","1","3","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","2","8","0","18","1","0","5","0","0","0","0","0","0","0","2","0","0","0","","","","","",""
"江東区","1","3","1","13","36","3","87","0","1","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","1","9","16","0","34","0","2","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","7","5","0","27","3","1","4","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","6","0","30","50","6","68","4","3","19","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","2","0","5","18","52","1","72","0","3","14","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","4","12","0","11","5","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","1","2","0","7","15","3","36","2","2","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","3","1","9","26","1","36","0","3","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","5","1","2","2","0","7","0","0","5","0","0","0","1","2","0","0","0","0","0","0","","","","","",""
"北区","0","0","1","3","10","0","25","0","1","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","7","4","10","14","3","13","6","3","8","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","3","0","4","15","0","36","0","0","13","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","3","0","3","9","30","10","72","4","2","21","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","2","0","0","8","52","0","44","2","8","19","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","1","8","27","2","33","2","2","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","1","1","1","11","31","2","52","3","3","38","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","4","4","18","55","0","43","3","3","19","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","13","32","1","53","0","4","18","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","4","16","2","18","0","4","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","2","6","1","26","0","15","0","2","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","1","1","11","18","4","41","3","3","14","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","1","10","20","54","8","80","4","5","35","2","3","0","0","0","1","1","1","0","0","0","","","","","",""
"多摩小平","0","3","16","19","27","5","106","5","1","26","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","14","52","60","260","701","55","1155","51","66","364","16","9","0","1","6","1","1","4","0","0","0","","","","","",""
