"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","25","1","1","0","2","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","40","7","7","0","38","1","3","0","4","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","13","65","3","24","6","85","1","37","0","18","13","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","11","48","12","25","3","50","0","26","0","7","19","1","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","32","50","3","19","13","52","1","17","0","3","17","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"4歳","26","46","0","17","19","26","1","16","1","0","13","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","28","48","0","14","27","27","1","5","0","2","14","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"6歳","37","64","1","12","21","24","0","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","45","64","0","6","14","21","0","2","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","37","72","0","2","9","17","0","3","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","30","68","0","0","4","11","2","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","79","334","0","3","9","27","3","1","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","36","228","0","0","2","17","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0"
"20〜29歳","58","398","2","7","14","43","0","2","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","48","448","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","48","523","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","25","528","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","7","273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","244","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","565","3711","29","137","141","440","13","120","1","36","100","5","12","4","0","10","2","2","0","0","0","5","1","1","0","0","0","4","0"
