"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","5","0"
"1〜4歳","0","0","0","0","0","0","2","14","0"
"5〜9歳","0","0","0","0","0","0","4","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","0","0","0","0","0","0","0"
"20〜24歳","10","3","2","13","0","0","0","0","0"
"25〜29歳","12","7","8","15","1","0","0","1","0"
"30〜34歳","15","9","2","8","0","0","1","0","0"
"35〜39歳","12","9","5","11","0","0","1","0","0"
"40〜44歳","5","5","5","3","0","0","0","1","0"
"45〜49歳","3","2","2","2","0","0","2","1","0"
"50〜54歳","4","1","0","2","0","0","2","1","0"
"55〜59歳","1","2","0","2","0","1","10","0","0"
"60〜64歳","0","1","0","0","0","0","5","0","0"
"65〜69歳","0","1","0","0","0","0","6","1","0"
"70歳以上","0","1","0","0","0","0","38","7","5"
"合計","64","41","24","56","1","1","78","32","5"
