"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","5","6","0","0","3","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","1","0","1","1","32","2","0","1","20","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","3","6","2","53","7","4","2","22","0","2","3","1","0","0","0","0","0","2","0"
"2歳","1","0","1","5","36","12","1","3","6","0","1","6","0","0","0","0","0","0","1","0"
"3歳","3","0","3","14","34","11","1","3","0","0","0","8","1","0","0","0","0","0","1","0"
"4歳","2","0","0","20","29","8","0","4","0","0","1","6","0","0","0","0","0","0","1","0"
"5歳","0","0","3","13","24","8","1","4","0","0","0","5","0","0","0","0","0","0","0","0"
"6歳","3","0","1","18","15","3","0","0","0","0","0","7","0","0","0","0","0","0","0","0"
"7歳","2","0","0","12","20","2","0","7","0","0","1","6","0","0","0","0","0","0","0","0"
"8歳","1","0","2","9","19","1","0","3","0","0","0","4","0","0","0","0","0","0","0","0"
"9歳","1","0","0","6","13","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0"
"10〜14歳","6","0","0","9","21","4","0","4","0","0","0","4","0","0","0","1","0","0","1","0"
"15〜19歳","3","0","0","0","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","2","0","0","15","62","1","0","0","0","5","0","3","0","0","0","1","0","0","0","0"
"30〜39歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","33","3","17","124","369","66","7","32","51","6","7","53","2","0","0","7","0","0","6","2"
