"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","3","48","6","2","0","7","1","2","0","2","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","19","95","16","9","0","65","0","16","0","11","11","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","51","129","19","45","7","168","3","80","0","52","32","0","5","0","0","2","0","0","0","0","0","1","0","0","1","1","0","0","1"
"2歳","55","113","7","40","20","95","1","96","1","6","29","0","3","1","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","86","107","3","55","36","92","1","61","0","4","27","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"4歳","126","116","1","48","58","86","1","35","1","2","27","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","148","118","0","41","77","79","2","16","0","2","15","2","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"6歳","156","124","2","27","68","47","4","16","2","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","241","173","0","10","42","56","4","5","0","1","6","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","205","210","0","4","48","37","1","3","0","0","4","3","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"9歳","133","221","0","3","23","34","2","3","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0"
"10〜14歳","468","922","0","11","33","116","9","4","0","0","3","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","232","513","0","0","2","21","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","149","573","1","7","27","61","0","1","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","124","704","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","146","839","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","81","765","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","29","437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"70〜79歳","25","378","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","4","239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"合計","2481","6824","55","302","441","964","29","338","4","80","166","13","15","5","1","34","1","0","0","0","1","10","1","0","4","1","0","5","4"
