"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","1","0","0","4","1","9","0","2","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","3","4","0","49","1","170","2","28","0","25","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","1","7","7","71","6","517","9","40","0","104","1","14","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","1","4","11","43","6","319","20","8","0","78","1","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","6","22","48","11","191","12","1","0","39","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","5","29","37","5","176","18","2","1","37","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","6","36","31","5","110","19","1","0","31","5","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","3","40","26","6","67","16","0","0","32","4","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","4","22","16","7","37","9","0","0","15","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","22","23","2","34","8","0","0","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","13","16","3","15","7","0","0","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","14","28","1","16","1","0","0","7","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","2","5","0","2","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","4","20","59","0","33","2","0","0","5","1","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3","6","47","238","456","54","1696","123","82","2","393","33","31","1","0","16","0","2","3","0","0","1","0","0","0","0","0","1","0"
