"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","1","0","0","0","9","0","0"
"1〜4歳","0","0","0","0","0","0","5","0","0"
"5〜9歳","0","0","0","0","0","0","3","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","11","1","2","3","1","0","1","0","0"
"20〜24歳","52","12","18","26","3","0","0","0","0"
"25〜29歳","47","18","28","23","3","0","0","0","0"
"30〜34歳","51","16","13","18","2","0","2","0","1"
"35〜39歳","31","18","11","18","2","0","2","0","0"
"40〜44歳","19","8","19","7","1","0","1","0","0"
"45〜49歳","15","3","9","5","1","0","1","0","0"
"50〜54歳","9","2","5","4","0","0","3","0","0"
"55〜59歳","3","1","8","1","0","0","1","0","0"
"60〜64歳","0","2","5","1","1","0","3","1","0"
"65〜69歳","3","1","4","0","0","0","1","0","0"
"70歳以上","0","2","0","0","0","0","25","7","1"
"合計","241","84","123","106","14","0","58","8","2"
