"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","38","5","6","0","5","1","3","1","0","",""
"区南部","5","0","0","0","0","0","2","0","0","",""
"区西南部","5","5","4","0","0","1","2","0","1","",""
"区西部","13","11","5","2","3","1","24","2","1","",""
"区西北部","11","3","4","1","1","0","1","2","0","",""
"区東北部","4","3","0","0","0","0","4","9","0","",""
"区東部","9","2","1","1","2","0","1","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","10","3","2","2","2","0","0","0","0","",""
"北多摩西部","8","3","6","1","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","6","2","0","",""
"北多摩北部","1","0","0","0","0","0","5","9","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","104","35","28","7","14","3","48","27","2","",""
