"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","3","0","0","5","2","1","0","5","0","2","0","1","1","0","0","0","0","0","0"
"〜1歳","0","11","0","0","54","2","9","3","41","0","6","1","4","0","0","0","0","0","0","0"
"1歳","0","37","4","3","95","6","38","1","38","0","17","1","5","0","0","0","0","0","0","0"
"2歳","0","17","2","7","53","6","30","0","6","0","12","5","1","1","0","0","0","0","1","0"
"3歳","0","1","2","14","34","12","17","1","1","0","5","7","0","0","0","0","0","0","1","0"
"4歳","0","4","7","17","47","3","31","0","0","1","5","15","1","0","0","1","0","0","0","0"
"5歳","0","0","1","26","31","14","14","0","0","1","5","14","0","0","0","0","0","0","0","0"
"6歳","1","1","0","23","12","6","16","0","0","0","5","6","0","0","0","0","0","0","1","0"
"7歳","0","0","0","19","22","2","4","1","0","0","1","5","0","0","0","1","0","1","1","0"
"8歳","0","0","1","10","21","1","6","0","0","0","0","3","0","0","0","0","0","0","0","0"
"9歳","0","0","1","4","11","0","3","0","0","0","0","4","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","1","19","47","2","5","1","0","0","1","11","2","0","1","1","0","2","0","0"
"15〜19歳","0","0","0","2","11","0","1","0","0","0","0","0","0","0","0","1","0","2","0","0"
"20〜29歳","0","0","0","16","58","2","1","0","0","1","1","2","0","0","0","4","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","5","74","19","160","501","58","176","7","91","3","60","74","14","2","2","11","0","5","4","0"
