"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","29","8","3","22","1","12","1","9","0","3","2","0","1","0","2","0","0","1","0","0","","","","","",""
"区南部","0","25","7","13","47","4","11","2","5","1","5","4","4","0","0","1","0","1","0","0","0","","","","","",""
"区西南部","1","24","3","9","33","2","2","1","9","1","4","1","2","0","0","3","0","1","2","0","0","","","","","",""
"区西部","1","27","1","14","28","1","6","0","3","0","1","4","2","0","0","1","0","0","1","0","0","","","","","",""
"区西北部","1","14","3","14","38","11","4","1","13","1","2","8","1","0","0","1","0","0","2","0","3","","","","","",""
"区東北部","1","26","9","12","65","13","7","1","5","1","14","3","1","1","0","1","0","0","6","0","0","","","","","",""
"区東部","3","14","17","19","62","2","14","1","10","0","7","2","1","1","0","0","0","1","5","0","0","","","","","",""
"西多摩","0","8","4","1","15","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","27","6","22","73","3","2","0","10","0","5","12","4","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","1","18","1","2","10","4","2","0","6","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","10","4","8","23","3","4","1","12","0","6","1","1","0","0","1","1","1","1","0","0","","","","","",""
"北多摩北部","0","48","6","9","33","2","5","0","4","1","5","0","1","0","0","0","0","1","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","8","270","69","126","449","47","70","8","87","5","54","39","17","3","0","11","1","5","19","0","3","","","","","",""
