"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1〜4歳","0","0","0","0","0","0","0","0","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","3","0","0","1","0","0","1","0","0"
"20〜24歳","33","1","1","10","0","0","1","1","0"
"25〜29歳","35","6","5","15","0","0","0","0","0"
"30〜34歳","28","4","7","14","0","0","0","0","0"
"35〜39歳","14","1","3","3","0","0","2","0","0"
"40〜44歳","13","5","3","8","0","0","1","0","0"
"45〜49歳","5","2","5","1","0","0","2","0","0"
"50〜54歳","3","4","3","0","0","0","0","0","0"
"55〜59歳","5","4","1","2","0","0","4","0","0"
"60〜64歳","0","0","1","0","0","0","2","0","0"
"65〜69歳","0","1","0","0","0","0","2","1","0"
"70歳以上","0","0","0","0","0","0","25","2","0"
"合計","139","28","29","54","0","0","43","4","0"
