"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","3","0","0","0","17","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","10","0","0","1","29","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","11","0","0","2","14","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","3","0","0","0","20","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","0","0","0","0","58","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","11","0","0","0","22","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","12","1","0","1","50","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","7","0","1","0","45","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","11","0","0","4","24","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","13","1","4","1","88","2","0","0","3","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","44","1","1","0","51","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","9","0","0","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","19","0","1","1","78","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","19","1","0","0","51","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","12","0","0","0","7","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","24","0","0","0","32","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","8","0","0","4","49","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","7","1","0","0","46","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","18","0","0","1","45","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","13","2","4","0","57","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","8","0","0","1","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","4","0","1","0","103","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","42","0","0","1","73","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","9","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","8","0","0","3","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","13","0","2","0","31","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","13","2","0","1","54","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","31","0","1","1","82","1","4","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","12","2","9","2","116","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","396","11","24","24","1327","9","19","0","27","5","4","2","0","0","4","0","0","0","0","0","1","","","","","",""
