"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","5","1"
"1〜4歳","0","0","0","0","0","0","4","8","0"
"5〜9歳","0","0","0","0","0","0","2","2","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","14","3","3","3","6","0","1","0","0"
"20〜24歳","25","16","6","6","9","0","3","0","0"
"25〜29歳","31","7","8","8","13","0","3","0","0"
"30〜34歳","15","7","0","8","5","0","1","0","0"
"35〜39歳","5","6","1","3","3","0","1","2","0"
"40〜44歳","2","2","0","1","4","1","0","0","0"
"45〜49歳","0","1","2","1","2","0","3","0","0"
"50〜54歳","0","2","0","1","4","0","4","1","1"
"55〜59歳","0","0","1","0","2","0","3","0","0"
"60〜64歳","0","0","0","0","0","0","8","1","0"
"65〜69歳","0","0","0","0","0","0","5","0","0"
"70歳以上","0","1","0","0","0","0","25","2","1"
"合計","92","45","21","31","48","1","73","21","3"
