"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","23","3","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","8","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","5","45","3","6","4","3","0","3","0","0","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","3","50","3","5","3","5","0","0","0","0","1","1","0","0","0","3","0","0","0","0","0","0","","","","","",""
"文京","2","38","0","0","2","3","2","2","0","2","2","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"台東","11","23","1","1","5","11","0","8","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","8","108","0","1","1","1","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","15","50","0","3","1","19","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","25","1","2","4","4","0","2","0","0","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","8","32","1","5","8","7","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","34","85","7","2","5","9","0","5","0","1","14","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","7","106","8","14","14","32","1","0","0","1","11","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","9","18","1","1","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","6","64","0","0","6","6","0","3","0","0","1","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"杉並","6","50","5","3","3","14","0","2","0","0","4","0","0","1","0","2","0","0","0","0","0","0","","","","","",""
"池袋","4","53","0","1","0","2","0","1","0","0","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","7","82","2","1","5","6","3","5","0","2","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","38","2","4","5","9","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","4","84","2","0","5","7","0","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","11","65","0","1","9","20","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","89","4","1","1","30","0","1","0","0","7","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","10","49","0","2","3","17","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江戸川","9","87","2","17","9","6","0","6","0","3","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","9","58","1","2","4","43","0","2","0","0","15","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"町田市","2","46","2","0","2","20","0","3","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","5","34","0","1","1","2","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","71","2","1","2","7","1","2","0","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","5","106","1","0","13","12","1","7","0","1","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","15","176","6","2","21","36","1","2","0","2","14","2","2","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩小平","9","103","3","6","3","30","1","6","0","1","9","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","35","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","213","1901","60","82","140","370","11","69","0","17","169","9","9","1","0","12","0","0","0","0","0","3","","","","","",""
