"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","12","3","0","2","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"中央区","13","4","0","6","7","8","0","1","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","","","","","",""
"みなと","44","5","0","13","4","7","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"新宿区","36","5","1","8","8","5","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","2","","","","","",""
"文京","47","5","1","15","7","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","29","3","0","19","15","21","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","60","11","0","2","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"江東区","53","5","0","22","24","19","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"品川区","50","6","0","13","10","14","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","27","2","0","2","8","8","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","110","12","0","21","32","41","1","1","0","1","2","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"世田谷","131","14","1","23","56","63","2","14","0","3","0","1","1","0","0","2","0","1","0","0","0","1","3","","","","","",""
"渋谷区","24","2","0","6","1","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","80","12","0","15","31","28","4","7","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"杉並","107","6","0","10","8","16","2","1","0","4","0","0","1","1","0","2","0","0","0","0","0","3","0","","","","","",""
"池袋","50","8","0","9","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","78","8","0","31","15","6","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","63","5","1","22","11","18","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","82","11","0","8","9","15","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","131","12","0","18","15","30","2","4","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","94","4","0","22","23","37","0","3","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","71","9","0","8","12","14","0","2","0","1","0","0","0","0","0","1","0","0","1","0","0","2","1","","","","","",""
"江戸川","102","16","0","68","77","16","2","4","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","218","11","0","23","28","43","0","16","0","3","1","0","0","1","0","0","0","0","0","0","0","0","3","","","","","",""
"町田市","82","9","0","20","24","24","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","79","4","0","2","7","13","0","3","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","94","4","0","7","9","11","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","161","11","0","5","37","15","1","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"多摩府中","253","21","0","28","78","33","6","6","1","1","1","4","1","1","0","0","0","0","0","0","0","4","7","","","","","",""
"多摩小平","184","7","0","22","64","65","0","14","0","3","0","0","1","1","0","0","0","0","0","0","0","4","6","","","","","",""
"島しょ","12","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2577","235","4","470","631","591","29","95","2","36","13","11","7","5","0","12","0","1","1","0","0","19","30","","","","","",""
