"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","84","2","2","11","52","8","1","2","4","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","115","1","4","14","105","8","0","0","7","0","1","9","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","118","1","1","15","106","7","0","1","5","0","0","0","1","0","0","3","0","1","0","0","2","","","","","",""
"区西部","132","1","1","20","61","8","0","2","5","0","0","1","1","0","0","0","0","0","2","0","1","","","","","",""
"区西北部","142","0","0","10","96","9","1","1","8","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","152","0","2","14","113","12","1","4","7","0","0","2","0","1","0","2","0","0","3","0","1","","","","","",""
"区東部","153","1","1","15","152","11","3","2","10","0","0","1","1","0","0","1","1","0","1","0","0","","","","","",""
"西多摩","70","0","2","1","24","5","1","1","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","285","3","2","37","132","26","1","2","6","1","0","4","2","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","115","2","0","9","51","4","0","0","2","0","0","2","4","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","174","0","3","18","59","3","0","6","5","1","0","0","1","0","0","1","0","0","2","0","4","","","","","",""
"北多摩北部","146","1","5","16","74","11","2","1","7","0","0","1","1","0","0","0","0","0","3","0","3","","","","","",""
"島しょ","13","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1699","12","24","181","1028","112","10","22","68","2","1","28","12","1","0","9","1","1","11","0","11","","","","","",""
