"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","26","11","3","7","13","0","6","2","0","",""
"区南部","1","0","0","0","0","0","0","0","0","",""
"区西南部","0","0","0","0","0","0","6","1","1","",""
"区西部","15","2","3","6","2","0","17","5","0","",""
"区西北部","7","3","1","0","1","0","3","0","0","",""
"区東北部","3","0","0","0","0","0","3","6","0","",""
"区東部","5","1","2","1","0","0","0","4","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","13","2","1","0","3","2","5","0","0","",""
"北多摩西部","1","0","1","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","9","3","0","",""
"島しょ","0","0","0","0","0","0","1","1","0","",""
"合計","71","19","11","14","19","2","50","22","1","",""
