"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","4","1","8","0","6","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","1","14","15","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","0","5","6","3","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"文京","0","0","0","9","0","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","1","6","11","3","0","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","0","8","2","0","1","2","0","0","4","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","5","12","3","1","5","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","6","14","5","0","6","4","0","0","7","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","4","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","0","13","10","28","7","2","5","2","0","0","5","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","1","0","1","6","27","7","0","2","1","0","0","1","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","13","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","2","6","9","1","1","0","1","0","0","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","1","19","17","3","0","1","7","0","0","2","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","2","12","4","2","0","8","3","0","0","5","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","4","2","12","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","1","18","2","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","1","0","2","9","5","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","0","1","11","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","4","8","8","0","3","1","0","0","3","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","0","3","10","11","5","0","1","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","0","0","1","10","9","5","0","0","2","0","0","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","0","0","9","13","2","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","0","1","6","6","3","1","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","2","10","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","2","4","3","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","2","3","16","1","2","2","4","0","0","0","0","5","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","3","0","5","8","28","2","1","2","3","0","0","7","0","6","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","13","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","7","0","52","170","321","90","11","52","40","0","0","55","0","47","11","2","0","2","0","0","0","0","0","","","","","",""
