"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","10","1","0","0","14","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","59","0","1","1","45","4","1","2","24","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","210","3","1","3","113","20","4","1","22","0","0","1","0","2","2","0","0","0","0","0","1","0","0"
"2歳","261","0","1","7","99","16","1","1","3","0","0","0","0","8","1","0","0","0","0","0","0","0","0"
"3歳","320","0","3","10","75","19","0","3","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"4歳","354","0","4","20","79","22","4","2","0","0","0","0","0","17","0","0","0","0","0","0","1","0","0"
"5歳","360","1","1","19","68","8","2","2","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0"
"6歳","361","0","1","16","53","12","0","5","0","0","0","2","0","15","0","0","0","0","0","0","0","0","0"
"7歳","328","0","0","8","36","3","0","3","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"8歳","253","0","0","5","33","3","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"9歳","216","0","0","5","26","5","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","533","0","0","13","59","0","0","4","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0"
"15〜19歳","126","0","0","4","14","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","247","2","0","15","137","2","0","2","0","0","0","1","0","4","0","0","0","1","0","0","0","0","0"
"30〜39歳","534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"40〜49歳","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4829","7","12","126","851","116","12","27","53","0","0","5","0","78","5","0","0","5","0","0","2","0","0"
