"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","0","0"
"1〜4歳","0","0","0","0","0","0","2","2","0"
"5〜9歳","0","0","0","0","0","0","4","1","0"
"10〜14歳","5","0","0","0","0","0","1","0","0"
"15〜19歳","14","2","2","5","0","0","0","0","0"
"20〜24歳","52","13","16","29","3","0","0","0","0"
"25〜29歳","62","11","24","29","2","0","0","0","0"
"30〜34歳","24","9","22","14","0","0","0","0","0"
"35〜39歳","29","11","14","11","0","0","0","0","0"
"40〜44歳","23","6","12","19","0","0","4","0","0"
"45〜49歳","15","10","9","9","1","0","2","0","0"
"50〜54歳","11","7","14","5","1","0","2","0","0"
"55〜59歳","4","8","10","2","0","0","2","0","0"
"60〜64歳","1","2","1","1","0","0","0","1","0"
"65〜69歳","1","3","0","0","0","0","6","1","0"
"70歳以上","0","2","1","0","1","0","24","3","0"
"合計","241","84","125","124","8","0","56","8","0"
