"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","52","7","2","35","28","1","19","1","4","4","1","0","0","0","1","0","0","0","0","0","1","7","","","","","",""
"区南部","5","44","13","10","15","50","3","14","2","4","3","1","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"区西南部","1","57","14","4","23","35","2","6","8","3","5","1","3","1","0","3","0","0","1","0","0","1","2","","","","","",""
"区西部","1","66","11","6","35","60","4","6","2","4","1","2","0","1","0","2","0","0","4","0","0","0","4","","","","","",""
"区西北部","3","92","19","7","72","63","7","16","2","5","1","1","1","0","0","3","0","0","2","0","0","0","1","","","","","",""
"区東北部","2","71","23","7","54","59","1","10","1","3","3","1","1","0","0","0","0","0","0","0","0","0","4","","","","","",""
"区東部","4","61","19","2","44","51","1","28","2","4","8","1","3","0","0","1","0","0","1","0","0","0","2","","","","","",""
"西多摩","1","22","1","0","8","8","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"南多摩","2","55","20","2","70","105","8","7","1","4","1","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","36","17","1","19","17","1","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","3","63","9","2","39","35","2","13","17","4","2","3","6","0","0","1","0","0","1","1","0","1","11","","","","","",""
"北多摩北部","2","36","13","9","57","48","1","15","0","3","1","0","1","0","0","0","0","0","0","0","0","0","3","","","","","",""
"島しょ","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","29","656","167","52","471","559","32","137","37","42","29","14","15","3","0","12","0","0","9","1","0","3","39","","","","","",""
