"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","8","1","2","8","31","3","1","0","5","0","0","0","1","0","1","0","0","0","0","0","0","1","0","","","","","",""
"区南部","3","7","1","4","34","5","6","2","7","1","1","4","0","2","1","1","0","1","0","0","0","0","0","","","","","",""
"区西南部","11","1","1","8","9","2","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","25","2","3","10","36","6","1","1","7","0","0","0","0","0","0","0","0","1","0","1","2","0","0","","","","","",""
"区西北部","6","0","1","5","17","5","6","0","4","0","0","3","1","1","2","0","0","4","0","0","0","0","0","","","","","",""
"区東北部","2","0","0","7","22","8","0","3","3","0","0","0","0","2","1","0","1","1","0","0","2","0","0","","","","","",""
"区東部","21","6","1","9","32","9","3","0","3","0","0","1","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","1","0","4","3","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","9","1","2","30","43","6","3","1","6","1","0","2","0","1","1","0","0","2","0","0","0","0","0","","","","","",""
"北多摩西部","1","0","0","2","5","1","1","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","","","","","",""
"北多摩南部","2","2","0","5","2","4","1","1","2","0","0","0","1","0","0","1","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","4","8","2","7","21","4","1","1","2","0","0","1","0","0","0","0","0","1","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","92","29","13","99","257","55","26","9","43","2","1","11","3","11","7","2","1","14","0","1","5","1","0","","","","","",""
