"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","3","1","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","3","0","14","5","9","2","19","0","0","25","0","0","6","0","0","0","0","0","0","0","0","0"
"1歳","0","0","0","1","24","19","30","0","7","0","0","60","2","3","6","1","0","0","0","0","0","0","0","0"
"2歳","0","0","1","2","16","11","19","1","0","0","0","61","1","6","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","3","7","37","15","17","3","0","0","0","52","0","7","1","0","0","1","0","0","0","0","0","0"
"4歳","0","0","4","8","32","15","18","11","1","0","0","34","0","10","4","0","0","0","0","0","0","0","0","0"
"5歳","0","0","0","10","17","10","10","8","0","0","0","23","0","10","2","0","1","0","0","0","0","0","0","0"
"6歳","0","0","0","5","15","5","4","11","0","0","0","15","0","2","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","2","6","18","4","3","5","0","0","1","8","0","6","0","0","0","0","0","0","2","0","0","0"
"8歳","0","0","1","5","12","0","2","5","0","0","0","7","0","3","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","1","6","2","0","2","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","3","23","2","3","1","0","0","0","1","0","4","0","0","0","0","0","0","1","1","0","0"
"15〜19歳","0","0","0","0","3","0","0","0","0","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","0","0","0","0","19","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","14","48","239","89","115","49","31","0","1","299","3","53","19","1","1","12","0","0","3","1","0","0"
