"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","15","1504","25","1","0","23","0","5","0","2","4","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","0","35","*","36","5","1","119","2","17","1","14","42","0","8","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"1歳","4","63","8050","120","26","18","198","2","58","8","39","198","0","19","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"2歳","5","28","*","42","11","25","142","5","27","6","17","141","0","11","2","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","6","16","*","14","11","58","90","11","17","17","7","53","1","3","0","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","5","20","*","11","7","62","102","5","7","24","4","33","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"5歳","3","12","4068","2","8","77","96","13","9","21","1","33","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","4","13","*","1","3","64","78","11","3","14","0","12","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","4","14","*","1","1","48","58","10","3","2","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","5","15","*","1","1","44","44","4","1","5","0","4","1","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","5","17","*","0","2","20","47","6","2","6","0","7","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"10〜14歳","22","91","1506","2","5","40","96","21","3","3","0","5","1","0","0","0","1","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","1","1"
"15〜19歳","7","79","559","0","0","7","12","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"20〜29歳","6","228","887","2","2","19","78","1","0","1","0","2","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","6","226","1039","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","8","0","0","0","0","0","0","0","0","0","8"
"40〜49歳","16","293","1055","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"50〜59歳","3","315","994","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","8","0","0","0","0","0","1","0","2","0","6"
"60〜69歳","3","208","775","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","1","8","0","0","0","0","0","1","0","1","0","8"
"70〜79歳","3","142","527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","1","0","30"
"80歳以上","0","120","328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","47","1","0","0","0","0","1","0","3","0","44"
"合計","107","1950","21292","257","83","483","1183","92","152","108","84","547","9","50","4","1","26","0","3","12","0","0","4","118","1","0","0","0","0","3","0","7","1","112"
