"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","16","124","8","8","5","11","3","8","0","3","34","0","0","0","0","2","1","0","0","0","0","2","","","","","",""
"区南部","19","133","24","9","16","30","1","9","2","5","29","1","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","23","213","16","5","10","30","1","11","1","1","30","1","1","0","0","7","0","1","0","0","0","0","","","","","",""
"区西部","10","213","9","8","8","36","1","2","0","3","39","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","16","322","10","11","22","39","2","12","2","4","67","1","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","8","187","29","3","7","65","2","5","1","4","60","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","23","234","10","3","13","39","1","3","0","3","42","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","6","39","0","1","2","3","1","2","0","1","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","11","196","26","2","19","60","3","14","0","1","55","2","1","0","0","3","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","89","7","0","10","24","1","5","0","2","25","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","15","182","18","1","8","27","3","4","1","2","47","3","3","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩北部","20","103","16","2","17","34","2","3","0","1","26","0","2","0","0","0","0","0","1","0","0","0","","","","","",""
"島しょ","0","9","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","169","2044","173","53","137","398","21","78","7","30","463","12","11","2","0","14","1","2","1","0","0","4","","","","","",""
