"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","27","0","2","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","14","0","1","1","19","0","2","0","0","4","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"みなと","14","26","11","2","3","4","0","1","0","2","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","13","37","11","5","3","10","0","0","0","0","10","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"文京","4","29","2","1","4","6","0","1","0","0","11","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","5","16","5","0","0","14","0","7","0","0","28","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","64","4","0","0","6","0","1","0","0","18","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","10","43","5","0","2","26","0","4","0","2","17","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","15","23","4","1","6","15","0","1","0","2","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","11","17","6","5","3","13","0","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","42","94","28","1","8","60","1","7","0","3","53","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","20","80","30","5","16","35","1","2","0","0","66","0","2","0","0","0","0","0","0","0","0","1","","","","","",""
"渋谷区","9","21","1","0","0","8","0","0","0","0","3","0","0","0","0","7","0","0","0","0","0","0","","","","","",""
"中野区","4","49","1","0","8","20","1","1","0","2","31","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","2","50","9","3","2","17","1","1","0","1","17","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","5","42","6","1","0","2","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","12","70","8","6","6","14","1","8","0","2","14","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","20","16","5","8","11","0","3","0","1","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","5","52","16","0","12","18","0","2","0","1","27","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","5","68","10","5","6","20","0","2","0","2","57","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","92","6","4","2","51","1","1","0","4","61","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","1","40","4","0","2","22","0","3","0","1","22","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","8","93","13","6","9","34","3","2","0","3","47","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","4","73","28","1","15","63","1","9","0","1","67","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","7","36","1","0","4","41","0","2","0","1","33","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","10","43","3","0","0","13","1","2","0","1","10","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"南多摩","4","42","20","3","6","14","1","2","0","1","32","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩立川","2","77","18","1","15","30","0","4","1","1","63","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩府中","35","160","26","3","17","39","3","2","1","0","85","0","4","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩小平","17","89","42","5","23","63","2","1","0","3","68","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","22","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","277","1609","334","66","181","688","17","76","2","34","905","9","16","3","0","19","0","0","0","0","0","1","","","","","",""
