"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","4","2","0","0","3","0","7","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","0","1","10","1","1","28","2","47","2","6","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","5","15","8","5","47","1","213","8","16","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","4","7","3","9","39","0","158","10","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","4","2","1","1","14","28","3","155","15","0","2","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","5","2","4","3","21","34","4","173","28","1","0","0","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","4","0","0","2","25","28","2","141","30","1","4","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"6歳","9","0","0","0","26","36","1","124","34","1","3","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","12","0","0","0","20","26","0","86","16","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","15","2","0","0","17","23","0","64","17","0","3","0","1","0","0","0","0","0","7","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"9歳","11","0","0","0","19","28","9","39","16","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","50","10","0","0","41","61","13","47","10","0","2","4","2","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","30","12","0","1","4","15","0","5","1","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","1","0","0","1","0","0","0"
"20〜29歳","17","25","0","1","16","34","0","9","2","0","1","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30〜39歳","8","22","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","12","28","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"50〜59歳","18","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"60〜69歳","4","21","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","3"
"70〜79歳","4","21","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","9"
"80歳以上","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","14","0","0","0","0","0","2","0","0","0","14"
"合計","208","199","39","20","218","430","35","1268","189","29","23","5","5","2","0","9","1","1","54","1","0","4","34","0","0","0","1","0","3","1","1","0","33"
