"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","32","2","8","14","89","4","0","7","10","1","0","3","0","0","0","1","0","0","0","0","0","2","","","","","",""
"区南部","28","2","6","36","95","3","1","6","7","0","0","0","1","1","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","52","2","6","21","86","11","1","2","1","0","0","1","2","0","0","0","1","0","0","0","0","2","","","","","",""
"区西部","59","1","1","37","79","1","1","7","6","0","0","1","1","2","0","2","0","0","0","0","0","1","","","","","",""
"区西北部","36","4","2","27","119","5","0","26","8","0","0","4","2","0","0","1","0","1","4","0","1","1","","","","","",""
"区東北部","50","4","2","28","98","8","4","13","7","0","0","3","0","1","0","1","0","0","0","1","1","0","","","","","",""
"区東部","61","2","6","45","129","8","1","5","1","0","1","7","1","1","0","1","0","0","0","0","0","2","","","","","",""
"西多摩","9","0","1","2","32","2","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","52","1","0","79","138","11","1","19","10","0","0","5","3","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","26","1","0","21","38","3","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","34","1","4","26","73","11","2","3","6","0","0","2","1","0","0","0","1","0","0","0","1","2","","","","","",""
"北多摩北部","44","1","1","48","46","2","1","6","8","0","1","2","0","0","0","0","0","0","0","0","0","2","","","","","",""
"島しょ","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","484","21","37","384","1022","70","12","101","67","1","2","29","11","5","0","9","2","1","4","1","3","12","","","","","",""
