"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","4","5","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","5","5","0","0","17","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"1歳","15","12","2","1","69","8","0","1","11","0","0","3","1","0","0","0","0","0","0","0"
"2歳","19","9","0","1","51","8","1","0","1","0","0","2","0","0","0","0","0","0","0","0"
"3歳","14","2","2","4","30","9","0","0","0","0","0","3","1","0","0","0","0","0","0","0"
"4歳","24","5","0","3","29","8","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"5歳","29","1","0","0","20","6","0","1","0","0","0","2","1","0","0","0","0","0","0","0"
"6歳","27","0","0","1","18","4","0","0","0","0","1","3","0","0","0","0","0","0","0","0"
"7歳","21","0","1","2","16","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"8歳","26","0","0","4","12","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","24","0","0","0","8","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0"
"10〜14歳","72","0","0","4","18","1","2","2","0","0","1","1","0","0","0","0","0","0","0","0"
"15〜19歳","51","0","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","93","0","0","5","86","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0"
"30〜39歳","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","567","39","5","26","379","49","4","4","14","2","2","28","4","0","0","1","0","0","0","0"
