"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","9","14","0","0","15","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","35","23","4","0","92","22","1","0","20","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","98","20","7","6","195","43","3","4","31","0","0","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","54","7","14","11","120","41","0","6","6","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","113","3","11","20","109","23","0","11","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4歳","105","0","5","27","107","29","1","24","0","0","1","13","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","117","0","3","28","84","24","3","15","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","101","1","3","22","70","15","0","15","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","78","0","2","18","61","14","0","14","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","86","1","1","17","64","7","0","7","0","1","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","69","0","1","10","47","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","279","0","6","23","153","9","1","4","1","1","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","154","0","0","1","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","336","0","2","13","149","2","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0"
"40〜49歳","152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","33","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2153","69","59","196","1314","236","9","101","60","5","2","66","14","2","1","8","2","0","1","1","0","0","0","0","0","0","0","0"
