"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","2","0"
"1〜4歳","0","0","0","0","0","0","0","18","0"
"5〜9歳","0","0","0","0","0","0","0","4","0"
"10〜14歳","1","0","0","0","0","0","2","0","0"
"15〜19歳","15","1","4","7","1","0","1","0","0"
"20〜24歳","27","10","7","9","3","1","0","0","0"
"25〜29歳","21","13","3","4","4","1","0","1","0"
"30〜34歳","21","14","1","0","2","2","1","0","0"
"35〜39歳","5","0","0","1","3","1","1","0","0"
"40〜44歳","2","0","0","0","0","2","0","1","1"
"45〜49歳","1","0","0","0","2","1","2","0","0"
"50〜54歳","1","1","0","1","0","1","1","1","0"
"55〜59歳","0","0","0","0","0","0","3","1","0"
"60〜64歳","0","0","0","0","0","1","2","2","0"
"65〜69歳","0","1","0","0","0","0","3","1","0"
"70歳以上","0","0","0","0","0","0","9","1","0"
"合計","94","40","15","22","15","10","28","32","1"
