"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","14","4","0"
"1〜4歳","0","0","0","0","0","0","2","5","0"
"5〜9歳","0","0","0","0","0","0","1","4","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","17","3","2","5","0","0","0","1","0"
"20〜24歳","49","14","9","15","9","1","0","0","0"
"25〜29歳","39","14","8","15","4","0","3","1","0"
"30〜34歳","31","13","13","19","6","0","3","0","0"
"35〜39歳","23","15","8","6","2","0","1","2","0"
"40〜44歳","10","11","4","5","4","1","7","0","2"
"45〜49歳","5","3","7","4","1","0","5","0","0"
"50〜54歳","2","2","3","2","2","1","6","0","1"
"55〜59歳","3","3","3","5","0","0","7","0","0"
"60〜64歳","1","1","3","1","0","0","13","4","0"
"65〜69歳","1","2","0","1","0","0","25","3","0"
"70歳以上","0","2","0","0","0","0","49","6","2"
"合計","181","83","60","78","28","3","136","30","5"
