"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","22","18","0"
"1〜4歳","0","0","0","0","0","0","6","27","0"
"5〜9歳","0","0","0","0","0","0","4","7","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","12","2","2","4","1","0","2","0","0"
"20〜24歳","53","12","11","19","7","0","0","0","0"
"25〜29歳","39","19","7","18","8","0","4","0","0"
"30〜34歳","46","25","5","24","5","1","6","0","0"
"35〜39歳","23","14","5","13","5","0","2","1","0"
"40〜44歳","14","7","5","11","1","0","1","0","0"
"45〜49歳","8","4","3","4","1","0","5","1","0"
"50〜54歳","9","7","2","1","1","0","10","0","0"
"55〜59歳","5","5","3","2","0","0","5","1","0"
"60〜64歳","0","1","1","0","0","0","10","2","0"
"65〜69歳","1","2","0","2","0","0","16","3","0"
"70歳以上","0","1","1","1","0","0","48","9","0"
"合計","210","99","45","99","29","1","142","69","0"
