"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","9","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","2","0"
"中央区","20","0","0","3","10","3","0","0","3","0","0","0","0","0","0","1","0","0","0","0","4","3","1","0","0","0"
"みなと","27","1","1","16","69","3","0","0","2","0","0","0","1","1","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","45","2","6","3","48","10","0","1","0","0","0","0","0","0","0","1","0","0","0","0","9","6","2","2","2","0"
"文京","26","0","0","0","31","2","0","0","1","0","0","4","0","0","0","1","0","0","0","0","5","3","1","1","1","0"
"台東","25","2","1","1","22","0","1","1","3","0","1","1","0","1","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","55","1","0","5","23","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","107","0","0","4","85","6","0","1","4","0","0","1","0","1","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","47","2","0","4","85","5","0","1","4","0","0","1","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","16","0","0","2","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","144","1","5","8","107","16","2","1","7","0","0","3","0","0","0","1","0","0","0","0","15","9","2","1","1","0"
"世田谷","135","1","1","10","84","1","0","1","1","0","0","8","1","0","0","0","0","0","0","0","16","8","2","2","2","0"
"渋谷区","54","0","0","4","32","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","6","4","1","1","1","0"
"中野区","126","1","0","10","64","2","3","1","2","0","0","1","0","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","108","0","2","12","50","3","1","0","2","0","0","0","0","1","1","3","0","0","0","0","12","6","1","1","1","0"
"池袋","49","0","0","5","21","2","0","0","1","0","0","2","1","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","76","0","1","1","46","0","0","1","6","0","0","1","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"荒川区","45","0","0","4","29","9","0","0","2","0","0","1","1","1","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","51","0","0","1","37","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","111","0","1","6","30","1","0","0","2","1","0","2","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"足立","95","0","0","8","56","7","0","2","1","0","1","1","0","0","2","1","0","0","0","0","12","5","2","0","0","0"
"葛飾区","101","0","0","6","34","19","0","0","4","0","0","0","0","0","0","0","0","0","2","0","9","4","1","1","1","0"
"江戸川","149","2","1","44","79","13","0","0","6","0","0","1","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"八王子市","188","1","1","33","75","11","1","7","3","0","0","1","1","0","0","1","0","0","0","0","10","4","2","0","1","0"
"町田市","92","0","0","43","106","15","0","7","9","0","0","0","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","252","0","1","10","29","9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","9","5","1","1","1","0"
"南多摩","187","0","0","2","32","7","0","1","3","1","1","0","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","156","0","2","4","41","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","291","1","0","5","53","3","1","2","6","0","0","1","1","1","0","0","0","0","0","0","21","10","3","2","3","0"
"多摩小平","256","1","2","22","97","6","0","1","5","0","0","0","0","0","0","0","0","0","0","0","14","6","2","2","2","0"
"島しょ","9","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","3052","16","25","277","1509","160","9","28","79","2","3","32","6","6","3","16","0","0","2","0","288","150","39","23","25","0"
