"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","34","5","2","1","4","1","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","3","18","1","0","3","31","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","18","52","15","2","15","9","4","4","0","4","30","1","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","5","60","17","2","8","31","0","0","1","0","21","0","1","1","0","1","0","0","0","0","0","0","11","7","1","2","2","0"
"文京","7","40","2","2","3","15","2","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","33","33","6","3","2","58","0","1","0","2","29","1","3","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","20","105","11","1","0","12","0","3","0","2","20","0","4","0","0","0","1","0","0","0","0","0","8","5","1","1","1","0"
"江東区","12","68","24","0","14","64","1","5","0","2","25","0","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","23","39","1","1","7","26","1","2","0","2","52","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","15","30","7","0","3","17","1","0","0","1","20","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","57","91","70","17","41","123","0","10","1","5","103","1","4","0","0","0","0","0","0","0","0","1","21","13","2","1","1","0"
"世田谷","27","186","51","9","56","95","0","7","0","1","126","0","1","0","0","2","0","1","0","0","0","0","25","16","2","2","2","0"
"渋谷区","8","22","2","0","1","19","0","2","0","1","17","0","0","0","0","0","0","0","0","0","0","1","7","4","1","1","1","0"
"中野区","3","81","10","1","27","36","1","5","1","4","41","1","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","10","93","7","1","9","42","0","12","0","4","17","0","2","0","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","4","70","10","5","7","4","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","15","99","10","6","7","33","0","18","0","4","39","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","12","59","30","3","7","29","3","0","0","5","32","0","1","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","5","102","8","3","13","35","3","4","0","2","18","0","0","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","66","123","45","0","16","80","1","1","0","5","101","0","1","0","0","0","0","0","0","0","0","0","20","12","2","0","0","0"
"足立","2","105","46","12","9","103","0","8","1","4","79","2","0","1","0","0","0","0","0","0","0","0","18","12","2","0","0","0"
"葛飾区","10","66","10","0","6","60","0","8","0","1","42","0","1","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","18","107","34","11","16","79","0","3","0","4","108","1","1","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","22","129","23","20","34","198","1","17","0","7","147","3","4","0","0","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","3","51","1","0","10","58","1","5","3","0","40","3","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","16","60","7","3","4","25","0","3","0","2","21","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","4","75","27","3","8","93","0","16","1","1","37","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","21","92","40","1","50","77","0","22","0","5","72","0","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","39","166","39","12","36","134","9","20","1","8","177","2","6","1","0","3","0","0","0","0","0","0","33","21","3","3","3","0"
"多摩小平","68","140","44","14","37","153","5","9","2","6","154","0","0","0","0","0","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","26","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","550","2422","604","134","450","1743","34","191","11","83","1584","16","31","3","0","8","1","1","0","0","0","2","414","260","38","25","25","0"
