"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","14","2","1","7","75","3","2","3","7","0","1","0","0","0","0","0","0","0","1","0","0","","","","","",""
"区南部","14","2","3","21","58","5","2","8","0","0","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","26","3","1","25","68","5","1","5","4","0","1","3","0","0","1","0","0","0","0","0","1","","","","","",""
"区西部","20","5","0","27","59","3","0","5","7","0","0","1","0","0","0","0","0","0","0","0","4","","","","","",""
"区西北部","18","1","5","24","73","8","0","6","5","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","13","4","1","24","90","8","3","3","3","1","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"区東部","13","3","1","12","76","4","0","3","4","0","1","0","0","0","1","0","0","0","0","3","0","","","","","",""
"西多摩","0","1","0","5","10","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","13","7","5","28","110","7","0","10","5","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","6","0","0","14","35","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","22","3","0","18","70","19","0","5","7","0","0","3","0","0","0","1","0","1","0","0","0","","","","","",""
"北多摩北部","11","2","2","18","41","2","0","4","3","0","3","0","0","0","0","0","0","2","0","0","0","","","","","",""
"島しょ","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","172","33","19","223","765","65","8","56","48","1","9","8","0","0","4","1","0","3","1","4","6","","","","","",""
