"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","3","0"
"1〜4歳","0","0","0","0","0","0","2","4","0"
"5〜9歳","0","0","0","0","0","0","0","3","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","10","1","0","3","2","0","0","0","0"
"20〜24歳","38","9","7","6","3","0","0","0","0"
"25〜29歳","33","10","3","10","6","0","2","0","0"
"30〜34歳","10","17","2","3","8","0","3","2","0"
"35〜39歳","11","2","0","2","2","0","0","2","0"
"40〜44歳","3","3","1","1","0","0","1","1","0"
"45〜49歳","2","2","0","0","1","0","1","0","0"
"50〜54歳","0","1","1","0","0","0","2","0","0"
"55〜59歳","0","1","0","0","0","0","1","1","1"
"60〜64歳","0","0","0","0","0","0","4","2","0"
"65〜69歳","0","1","0","0","0","0","4","0","0"
"70歳以上","0","1","0","0","0","0","17","3","1"
"合計","107","48","14","25","22","0","39","21","2"
