"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","23","1","12","21","3","7","1","8","0","4","1","0","0","0","3","0","0","1","0","0","","","","","",""
"区南部","0","22","13","5","67","2","4","0","6","0","5","4","1","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","1","14","4","18","57","7","3","2","7","0","0","0","4","0","0","1","0","0","2","0","0","","","","","",""
"区西部","0","14","1","10","49","2","6","0","5","0","1","6","0","0","0","0","0","1","0","0","0","","","","","",""
"区西北部","0","2","2","13","51","7","5","0","6","0","1","0","2","0","0","5","0","0","0","0","0","","","","","",""
"区東北部","1","20","9","15","87","4","3","1","10","0","1","3","1","0","0","1","0","0","4","0","0","","","","","",""
"区東部","0","17","5","25","64","5","7","0","13","0","4","2","3","0","0","1","0","1","3","0","0","","","","","",""
"西多摩","0","3","0","2","12","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","18","6","25","91","4","17","0","16","0","7","9","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","8","0","10","15","4","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","10","2","12","37","4","1","0","7","2","0","0","0","0","0","0","0","1","2","0","0","","","","","",""
"北多摩北部","0","11","4","25","28","3","1","0","10","0","2","2","1","0","0","0","0","0","3","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","10","162","47","172","579","48","55","4","90","2","25","29","14","0","0","12","0","3","15","0","0","","","","","",""
