"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","7","1497","4","2","1","35","1","5","0","0","4","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"〜1歳","1","10","*","14","4","3","159","2","18","2","24","28","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","17","8550","22","39","17","246","8","52","5","63","96","0","9","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"2歳","3","14","*","8","22","37","150","5","22","19","11","45","0","2","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","6","4","*","2","15","69","123","11","15","18","7","22","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","4","5","*","2","14","90","101","3","15","23","5","14","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","3","5","4720","1","3","85","138","14","10","28","3","10","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","7","3","*","0","8","114","87","16","3","22","1","2","4","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","4","7","*","0","6","85","96","29","3","13","0","7","1","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","7","4","*","0","1","65","77","36","2","14","0","3","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"9歳","6","18","*","0","3","49","65","33","0","4","0","2","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","13","50","2316","2","1","68","188","57","3","7","0","5","7","0","0","0","1","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","8","57","756","1","0","3","43","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","4","106","793","0","4","40","113","1","1","0","0","2","0","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30〜39歳","6","122","943","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40〜49歳","10","120","966","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","5","148","917","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"60〜69歳","2","88","638","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1"
"70〜79歳","1","58","425","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","2","8","0","0","1","1","0","1","1","0","0","8"
"80歳以上","1","57","305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","1","0","30"
"合計","92","900","22826","56","122","726","1621","216","149","155","114","241","22","29","6","0","26","0","2","11","2","0","2","50","0","0","1","1","0","1","1","1","0","49"
