"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","2","0","1","1","0","0","2","0","0","2","2"
"中央区","2","3","0","1","0","0","0","0","0","3","0"
"みなと","8","1","13","5","0","0","0","0","0","2","1"
"新宿区","21","2","3","3","0","0","11","2","0","6","2"
"文京","4","0","1","2","1","0","5","0","0","1","1"
"台東","4","0","7","8","0","0","0","0","0","2","0"
"墨田区","6","1","1","1","0","0","6","0","0","2","1"
"江東区","2","4","0","2","0","0","0","0","0","2","0"
"品川区","68","6","11","7","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","1","0","0","0","0","0","5","0","0","2","1"
"世田谷","0","0","0","0","0","0","6","0","0","0","2"
"渋谷区","21","2","5","1","0","0","3","0","0","5","1"
"中野区","11","0","0","3","0","0","0","0","0","2","0"
"杉並","3","0","0","0","0","0","2","0","0","2","2"
"池袋","7","3","1","0","1","0","0","0","0","3","1"
"北区","0","0","2","0","0","0","0","0","0","1","0"
"荒川区","1","0","0","0","0","0","0","0","0","1","0"
"板橋区","1","0","1","1","0","0","5","2","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","1","0","1","1","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","0","3","0","0","1"
"江戸川","15","0","1","5","0","0","0","0","0","2","0"
"八王子市","4","0","0","0","0","0","3","0","0","3","1"
"町田市","0","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","3","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","7","0","0","2","0","0","1","0","0","2","1"
"多摩府中","2","0","0","0","0","0","11","3","0","3","3"
"多摩小平","1","0","0","0","0","0","1","1","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","192","22","48","43","2","0","64","11","0","53","25"
