"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","17","8","8","0","0","19","4","1","0","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"〜1歳","49","16","13","2","3","83","0","1","5","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","165","40","27","3","11","215","1","10","19","30","0","0","2","0","0","1","0","0","1","0","0","6","2","0","0","2","1","1","4","2","0","0","2"
"2歳","176","21","22","4","19","171","3","0","39","6","0","0","2","0","0","1","0","0","1","0","0","2","0","0","0","1","0","2","0","2","0","0","0"
"3歳","181","20","12","4","29","127","0","3","66","2","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"4歳","199","17","2","3","42","101","5","2","94","1","1","1","0","0","0","0","0","0","0","0","0","4","1","1","1","2","0","2","2","2","1","1","0"
"5歳","216","14","0","4","53","119","6","0","128","1","0","2","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"6歳","242","18","2","1","61","100","3","0","105","0","0","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","1","0","0","0"
"7歳","200","12","2","1","55","79","8","0","57","1","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","192","27","1","1","45","64","9","1","34","0","1","1","0","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"9歳","171","22","0","0","34","88","6","0","28","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"10〜14歳","606","100","0","2","74","193","11","1","25","0","0","1","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","1","0","0","1","0"
"15〜19歳","246","73","0","0","9","49","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","2","0","0","0","2"
"20〜29歳","300","121","4","2","29","164","1","0","9","0","0","0","0","0","0","4","0","0","0","0","0","2","2","0","0","0","0","0","2","0","0","0","2"
"30〜39歳","321","157","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"40〜49歳","372","152","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","3","0","0","0","0","0","1","0","1","0","2"
"50〜59歳","349","147","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","7","6","2","1","1","0","0","5","1","1","1","5"
"60〜69歳","150","97","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4","13","1","1","2","1","1","2","2","1","0","12"
"70〜79歳","83","80","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","17","40","1","0","0","0","0","16","0","1","0","39"
"80歳以上","62","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","32","48","0","0","2","0","0","30","2","4","1","43"
"合計","4297","1210","93","27","464","1572","57","19","610","53","3","7","5","2","0","20","0","1","16","0","0","86","125","5","3","10","2","7","72","12","9","4","114"
