"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","6","1","0","0","12","4","0","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","41","4","2","4","78","6","1","0","25","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","91","7","14","11","220","30","0","4","42","1","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","137","3","2","23","161","32","0","4","1","0","0","3","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"3歳","166","0","8","29","119","33","1","8","2","0","0","8","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","317","0","11","78","149","28","1","8","1","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","338","1","10","73","139","18","1","12","0","0","0","8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","355","0","1","59","117","15","0","10","0","0","0","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","440","0","3","30","101","6","0","5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","319","0","0","27","82","10","0","6","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","242","0","2","24","78","4","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","649","0","0","41","171","5","0","5","0","1","0","2","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","74","0","0","3","37","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","63","0","1","14","102","2","0","1","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3508","16","54","416","1566","194","4","64","75","3","1","47","8","4","1","8","2","0","6","0","0","0","0","0","0","0","0","0"
