"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","5","5","9","5","0","4","0","0","",""
"区南部","2","0","0","0","0","0","2","0","0","",""
"区西南部","7","7","3","3","1","0","2","4","0","",""
"区西部","12","9","8","3","0","0","9","1","0","",""
"区西北部","10","6","1","1","3","0","2","0","0","",""
"区東北部","5","1","1","0","0","0","2","2","0","",""
"区東部","8","1","0","1","1","0","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","1","0","",""
"南多摩","9","5","1","1","0","0","1","0","0","",""
"北多摩西部","6","4","1","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","17","0","0","",""
"北多摩北部","0","1","0","0","0","0","1","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","80","39","20","18","10","0","43","9","0","",""
