"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","5","0"
"1〜4歳","0","0","0","0","0","0","6","20","0"
"5〜9歳","0","0","0","0","0","0","3","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","5","2","0","2","0","0","2","0","0"
"20〜24歳","19","3","6","13","0","0","2","0","0"
"25〜29歳","20","7","10","18","0","0","0","0","0"
"30〜34歳","16","9","12","6","0","0","2","0","0"
"35〜39歳","12","8","9","10","0","1","3","0","1"
"40〜44歳","13","5","3","6","0","0","3","0","0"
"45〜49歳","8","1","2","2","0","1","0","0","0"
"50〜54歳","3","2","0","2","0","0","1","0","0"
"55〜59歳","1","2","1","3","0","0","4","0","0"
"60〜64歳","1","0","1","0","0","2","10","0","1"
"65〜69歳","0","4","0","0","0","2","7","0","0"
"70歳以上","0","1","1","0","0","0","37","1","0"
"合計","98","44","45","62","0","6","87","28","2"
