"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","11","10","4","7","126","6","3","3","7","0","1","4","2","1","0","5","0","0","2","2","0","0","","","","","",""
"区南部","2","6","7","35","160","5","3","1","3","2","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","16","19","7","46","190","10","2","2","2","0","0","3","1","0","0","1","0","0","1","0","1","0","","","","","",""
"区西部","15","15","2","19","109","3","2","2","7","0","0","1","1","1","0","2","0","1","3","0","0","0","","","","","",""
"区西北部","5","19","2","33","167","5","1","3","5","2","0","10","0","0","0","2","0","0","1","0","0","0","","","","","",""
"区東北部","2","13","3","33","220","11","2","11","5","1","1","12","2","0","0","1","0","0","1","0","0","0","","","","","",""
"区東部","8","19","4","55","263","14","2","6","4","0","2","17","1","0","0","1","0","0","3","0","0","0","","","","","",""
"西多摩","1","3","2","14","20","3","0","4","2","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","24","4","61","213","17","4","10","7","0","2","1","2","0","0","1","0","0","1","0","0","0","","","","","",""
"北多摩西部","7","13","3","32","68","7","1","5","2","0","1","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩南部","6","14","7","31","142","7","1","4","4","1","1","6","0","0","0","1","0","1","3","0","0","0","","","","","",""
"北多摩北部","6","21","6","69","93","13","0","8","1","0","1","7","0","0","0","1","0","0","1","0","0","0","","","","","",""
"島しょ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","81","177","51","435","1771","101","21","59","49","6","9","72","9","2","0","15","0","2","17","2","1","0","","","","","",""
