"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","1","0","0","0","0","3","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","0","0","1","4","3","1","0","1","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","4","0","1","1","6","1","7","2","3","0","14","3","0","0","0","0","0","0","1","0","","","","","",""
"新宿区","3","0","0","3","6","0","0","0","1","0","4","1","0","0","0","4","0","0","2","0","","","","","",""
"文京","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","3","0","1","0","18","3","1","1","2","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","6","0","0","0","3","0","3","0","1","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","9","0","0","1","10","1","5","0","2","0","5","4","0","0","0","0","0","0","0","0","","","","","",""
"品川区","5","0","0","3","7","0","5","0","2","0","9","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","19","1","0","5","24","2","10","1","1","2","12","5","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","21","0","2","0","9","1","5","0","2","0","14","2","1","0","0","0","0","0","0","0","","","","","",""
"渋谷区","5","0","1","0","5","0","3","0","1","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","7","0","0","1","13","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","0","0","1","7","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","5","0","0","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","3","0","0","3","4","2","1","0","1","0","0","1","2","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","1","0","1","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","2","6","0","4","0","1","1","2","3","1","0","0","0","0","0","0","0","","","","","",""
"練馬区","6","0","0","0","2","3","9","1","7","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","4","0","0","0","3","0","1","0","6","0","2","2","1","0","0","2","0","0","0","0","","","","","",""
"葛飾区","8","0","0","0","3","2","14","1","4","0","3","4","1","0","0","0","0","0","2","0","","","","","",""
"江戸川","11","2","1","1","4","0","10","0","1","0","21","3","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","9","0","0","8","19","4","2","1","6","1","7","10","2","0","0","1","0","0","0","0","","","","","",""
"町田市","6","0","0","12","13","4","5","4","2","0","16","4","4","0","0","0","0","0","0","0","","","","","",""
"西多摩","7","0","0","0","5","3","8","1","1","0","0","13","1","0","0","0","0","0","0","0","","","","","",""
"南多摩","12","0","0","0","6","1","2","0","0","1","2","4","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","3","0","0","0","7","0","3","0","2","0","2","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","26","0","2","0","3","1","6","1","2","0","6","4","0","0","0","0","0","0","2","0","","","","","",""
"多摩小平","7","1","0","1","11","6","5","0","3","0","9","0","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","199","6","8","46","200","38","127","16","53","5","158","71","14","0","0","8","0","0","7","0","","","","","",""
