"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","2","9","0","1","10","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","4","18","0","2","71","2","1","1","25","1","0","0","0","2","0","0","0","0","0","0"
"1歳","18","31","7","10","253","33","5","2","29","0","0","3","1","0","0","0","0","0","1","0"
"2歳","21","14","2","12","153","25","3","5","7","0","0","10","2","1","0","0","0","0","1","0"
"3歳","32","10","1","26","128","30","1","1","1","0","0","11","0","0","0","1","0","0","1","0"
"4歳","47","7","1","39","135","20","2","5","0","0","0","14","0","0","0","1","0","0","0","0"
"5歳","61","1","3","46","148","16","1","4","0","0","0","11","1","0","0","0","0","0","0","0"
"6歳","61","0","1","30","126","6","0","1","0","0","0","5","0","0","0","0","0","0","1","0"
"7歳","32","1","0","37","104","5","0","0","1","0","0","5","0","0","0","0","0","0","0","0"
"8歳","47","0","1","30","89","6","1","3","0","0","0","5","0","0","0","0","0","0","0","0"
"9歳","42","0","0","20","78","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","107","0","1","31","195","2","0","3","0","0","0","4","1","0","0","0","0","0","0","0"
"15〜19歳","50","0","0","2","50","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"20〜29歳","75","0","1","8","256","2","0","0","0","3","0","1","0","0","0","2","0","1","1","0"
"30〜39歳","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"40〜49歳","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","754","91","18","294","1796","149","14","25","65","4","0","69","5","3","0","13","0","1","5","1"
