"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","10","2","4","14","0","0","1","0","0","",""
"中央区","4","2","0","2","0","0","0","0","0","",""
"みなと","4","2","1","4","0","0","4","0","0","",""
"新宿区","34","20","23","12","0","1","32","1","0","",""
"文京","7","1","0","5","0","0","0","1","0","",""
"台東","1","1","1","1","0","1","0","0","0","",""
"墨田区","5","0","0","1","0","1","2","2","0","",""
"江東区","10","6","4","7","0","4","0","0","0","",""
"品川区","0","1","0","1","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","2","0","0","4","0","0","",""
"世田谷","0","0","0","0","0","0","3","0","1","",""
"渋谷区","9","2","0","4","0","2","4","0","0","",""
"中野区","3","0","0","2","0","1","0","0","0","",""
"杉並","3","0","0","0","0","0","15","2","0","",""
"池袋","19","4","6","6","0","1","3","2","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","0","1","1","0","0","0","1","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","5","1","2","1","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","1","0","",""
"江戸川","3","0","0","2","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","1","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","2","0","0","0","0","0","14","4","1","",""
"多摩小平","0","0","0","0","0","0","8","3","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","122","43","42","64","0","11","93","16","3","",""
