"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","3","0"
"1〜4歳","0","0","0","0","0","0","3","7","0"
"5〜9歳","0","0","0","0","0","0","0","3","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","5","0","1","5","0","0","0","1","0"
"20〜24歳","23","3","8","17","0","1","1","0","0"
"25〜29歳","29","4","6","16","0","0","1","0","1"
"30〜34歳","14","4","6","19","0","2","6","1","0"
"35〜39歳","15","4","2","6","0","1","0","1","0"
"40〜44歳","7","3","1","10","0","0","0","1","0"
"45〜49歳","8","2","2","3","0","0","5","0","0"
"50〜54歳","7","5","0","1","0","0","2","1","1"
"55〜59歳","1","1","1","0","0","0","8","1","0"
"60〜64歳","0","2","0","0","0","0","10","3","3"
"65〜69歳","0","0","0","1","1","0","12","0","3"
"70歳以上","0","1","1","0","0","0","33","7","3"
"合計","109","29","28","78","1","4","83","29","11"
