"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","5","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0"
"〜1歳","0","0","1","1","23","4","0","0","16","0","0","0","0","0","0","0","1","0","0","0"
"1歳","1","0","2","0","47","12","4","0","15","0","1","1","0","2","0","0","0","0","0","0"
"2歳","0","0","0","4","33","28","0","0","0","0","0","1","2","0","0","0","0","0","0","0"
"3歳","0","0","5","11","35","22","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"4歳","0","0","1","9","37","18","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"5歳","0","0","2","24","19","16","0","2","0","0","0","2","1","0","0","0","0","0","0","0"
"6歳","0","0","3","17","25","6","1","1","0","0","0","7","0","0","0","0","0","0","0","0"
"7歳","0","0","0","12","18","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"8歳","0","0","1","10","18","3","0","2","0","0","0","3","0","0","0","0","0","0","0","0"
"9歳","1","0","0","8","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","0","8","29","1","0","1","0","0","0","2","0","0","0","0","0","0","1","0"
"15〜19歳","0","0","0","0","12","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","2","9","58","2","0","0","0","2","0","0","0","0","0","2","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","8","0","17","113","375","118","5","7","33","3","2","20","4","2","0","11","1","0","1","0"
