"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","38","0","0","42","8","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","51","7","2","264","13","3","1","56","0","1","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","4","70","27","11","828","42","15","3","101","0","3","0","3","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"2歳","6","33","12","15","543","51","11","1","10","0","5","6","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","8","12","21","40","542","62","10","6","5","0","2","7","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","18","7","33","72","542","55","10","13","1","0","0","9","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","21","4","20","95","474","57","4","8","3","0","0","11","0","2","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"6歳","24","0","10","81","437","25","2","9","1","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","23","1","14","97","333","15","1","8","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","23","2","3","57","250","8","2","4","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","29","0","2","40","163","3","0","3","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","61","0","2","81","457","8","0","6","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","10","0","0","3","84","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","8","0","3","12","639","0","3","0","0","0","2","0","0","0","0","4","0","1","3","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","282","218","154","606","5598","348","61","62","178","0","13","56","10","6","0","27","0","3","7","0","3","2","0","0","0","0","0","2","0"
