"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","41","17","0","1","5","0","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","7","21","1","0","0","21","0","1","0","0","8","1","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","17","61","14","3","9","6","2","1","0","1","38","1","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","4","85","41","0","4","33","1","1","0","0","15","2","0","0","0","0","0","0","0","0","0","0","11","7","1","2","2","0"
"文京","13","48","4","3","8","11","0","0","0","1","36","0","0","0","0","3","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","5","29","13","1","4","29","0","3","0","3","39","0","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","13","122","11","1","6","3","0","2","0","0","23","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","15","95","22","2","14","77","0","8","0","2","32","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","20","67","12","1","9","23","1","2","0","2","44","0","0","0","0","2","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","7","45","14","4","6","15","0","1","0","3","22","0","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","21","122","54","8","31","56","1","9","0","2","109","0","1","0","0","1","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","31","176","48","4","45","75","1","4","0","2","139","1","1","0","0","0","1","0","0","0","0","1","25","16","2","2","2","0"
"渋谷区","5","40","9","0","0","20","2","1","1","2","15","0","0","0","0","1","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","10","73","5","1","24","57","0","2","0","0","65","0","0","0","0","1","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","7","104","14","1","4","44","0","2","0","5","18","0","0","0","0","1","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","6","93","22","4","4","7","0","2","0","0","19","1","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","8","117","16","3","9","30","2","13","0","3","66","0","2","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","14","49","21","3","14","37","1","2","0","2","35","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","5","128","14","3","15","27","0","4","0","2","53","1","1","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","15","166","40","6","35","59","2","1","1","4","153","0","6","0","0","0","0","0","0","0","0","0","20","12","2","0","0","0"
"足立","3","100","32","19","7","58","1","6","0","5","89","0","0","0","0","1","0","0","0","0","0","0","18","12","2","0","0","0"
"葛飾区","11","66","12","1","11","43","0","5","0","3","53","0","3","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","15","146","27","6","9","74","2","4","2","3","93","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","10","157","55","6","27","108","0","23","0","4","206","0","0","0","0","5","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","1","52","4","0","14","39","1","5","3","0","84","2","1","1","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","14","46","3","0","6","18","1","2","0","1","42","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","3","79","13","6","15","29","1","11","1","4","99","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","3","96","34","2","44","52","0","3","0","4","128","0","1","0","0","0","0","0","0","0","0","0","22","14","2","1","1","0"
"多摩府中","39","241","42","16","37","105","1","13","0","8","194","1","2","2","0","0","0","0","0","0","0","0","33","21","3","3","3","0"
"多摩小平","58","139","72","3","46","101","7","13","0","1","211","0","2","0","0","1","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","382","2843","686","107","458","1262","27","145","8","67","2136","10","22","3","0","17","1","0","0","0","0","1","415","260","38","25","25","0"
