"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","3","0","0","0","7","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","16","0","0","0","31","4","0","0","10","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","52","0","0","0","67","13","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","70","0","0","2","47","14","1","3","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0"
"3歳","94","0","0","2","34","15","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"4歳","93","0","0","6","46","13","0","5","0","0","0","1","0","3","0","1","0","0","0","0","0","0","0","0"
"5歳","85","0","0","7","32","8","0","3","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0"
"6歳","53","0","0","4","33","4","0","2","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"7歳","50","0","0","2","38","3","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"8歳","34","0","0","2","32","1","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"9歳","28","0","0","1","22","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","116","0","0","1","60","0","0","0","0","0","0","1","1","5","0","0","0","0","0","0","0","1","0","0"
"15〜19歳","60","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","113","0","0","0","76","0","0","0","0","0","0","1","0","1","0","0","0","3","0","0","0","0","0","2"
"30〜39歳","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0"
"40〜49歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"70〜79歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1057","0","0","27","545","76","1","15","22","0","0","3","3","35","3","1","0","7","0","0","2","1","0","2"
