"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","2","0","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","8","0","0","2","0","0","0","0","0"
"20〜24歳","56","7","12","11","3","0","0","0","0"
"25〜29歳","71","11","8","14","0","0","0","0","0"
"30〜34歳","33","3","9","11","1","0","0","0","0"
"35〜39歳","26","6","8","9","0","0","0","0","0"
"40〜44歳","13","4","1","3","2","0","1","0","0"
"45〜49歳","20","4","5","4","1","0","0","0","0"
"50〜54歳","4","4","1","3","1","0","0","0","0"
"55〜59歳","3","2","3","1","0","0","3","0","0"
"60〜64歳","3","2","0","0","0","0","6","0","0"
"65〜69歳","1","2","1","2","0","0","6","1","0"
"70歳以上","0","0","1","0","0","0","33","0","1"
"合計","238","45","49","60","8","0","57","1","1"
